country,admin1,population,events,score
Peru,Lima,6684127,1705,3
Peru,Loreto,310907,852,3
Peru,Madre de Dios,105490,108,2
Peru,Moquegua,90627,93,2
Peru,Pasco,125470,30,1
Peru,Piura,961033,807,3
Peru,Puno,871239,1815,3
Peru,San Martin,289780,70,2
Peru,Tacna,125581,317,3
Peru,Tumbes,118698,91,2
Peru,Ucayali,344421,55,2
Uruguay,Canelones,317034,24,1
Uruguay,Cerro Largo,43368,5,1
Uruguay,Colonia,28967,6,1
Uruguay,Durazno,37825,5,1
Uruguay,Florida,9629,7,1
Uruguay,Lavalleja,42126,5,1
Uruguay,Maldonado,72282,26,1
Uruguay,Montevideo,576157,371,3
Uruguay,Paysandu,20561,10,1
Uruguay,Rivera,53201,7,1
Uruguay,Rocha,42148,7,1
Uruguay,Salto,103858,33,1
Uruguay,San Jose,95009,10,1
Uruguay,Soriano,11097,4,1
Uruguay,Tacuarembo,74878,14,1
Uruguay,Treinta y Tres,21267,3,1
Venezuela,Amazonas,38915,249,3
Venezuela,Anzoategui,450570,1061,3
Venezuela,Apure,158258,479,3
Venezuela,Aragua,719933,975,3
Venezuela,Carabobo,1146127,1655,3
Venezuela,Barinas,315429,553,3
Venezuela,Sucre,771488,915,3
Venezuela,Bolivar,,2790,3
Venezuela,Cojedes,95503,328,3
Venezuela,Delta Amacuro,75947,430,3
Venezuela,Dependencias Federales,,8,1
Venezuela,Distrito Capital,495709,3024,3
Venezuela,Falcon,431525,1065,3
Venezuela,Guarico,277627,581,3
Venezuela,Lara,778062,1766,3
Venezuela,Merida,211809,800,3
Venezuela,Miranda,1233905,2915,3
Venezuela,Monagas,164571,656,3
Venezuela,Nueva Esparta,390765,406,3
Venezuela,Portuguesa,441698,649,3
Venezuela,Tachira,574578,1293,3
Venezuela,Trujillo,,661,3
Venezuela,La Guaira,,534,3
Venezuela,Yaracuy,284529,368,3
Venezuela,Zulia,2225327,3354,3
Colombia,Amazonas,29971,56,2
Uruguay,Artigas,24804,6,1
Uruguay,Rio Negro,45053,4,1
Uruguay,Flores,6562,1,1
Bangladesh,Barisal,3130702,1703,3
Bangladesh,Dhaka,,12207,3
Bangladesh,Chittagong,,5501,3
Bangladesh,Khulna,,3706,3
Bangladesh,Mymensingh,2805039,972,3
Bangladesh,Rajshahi,5323561,4061,3
Bangladesh,Rangpur,4226014,2204,3
Bangladesh,Sylhet,2485761,1953,3
India,Andaman and Nicobar Islands,,491,3
India,Andhra Pradesh,,6105,3
India,Arunachal Pradesh,332900,986,3
India,Assam,8001658,11018,3
India,Nagaland,,754,3
India,Meghalaya,,990,3
India,Bihar,22263762,4087,3
India,Chandigarh,186424,2445,3
India,Chhattisgarh,3625847,3292,3
India,Maharashtra,,5907,3
India,Dadra and Nagar Haveli and Daman and Diu,,5,1
India,Goa,,922,3
India,Gujarat,,2627,3
India,Haryana,,7129,3
India,Himachal Pradesh,2061063,2420,3
India,Jammu and Kashmir,,25455,3
India,Jharkhand,,4469,3
India,Karnataka,,8043,3
India,Kerala,,5410,3
India,Puducherry,,853,3
India,Ladakh,85927,169,2
India,Madhya Pradesh,,4233,3
India,Manipur,,9236,3
India,Mizoram,,290,3
India,Delhi,4306196,3504,3
India,Odisha,,6006,3
India,Punjab,12542258,18991,3
India,Rajasthan,8836371,3465,3
India,Sikkim,184250,130,2
India,Tamil Nadu,,13189,3
India,Telangana,,6834,3
India,Tripura,,3577,3
India,Uttar Pradesh,,11248,3
India,Uttarakhand,,2888,3
India,West Bengal,,10322,3
Nepal,Bagmati,6583701,7073,3
Nepal,Madhesh,4416526,5618,3
Nepal,Koshi,3310135,3430,3
Nepal,Sudurpashchim,1502755,2290,3
Nepal,Lumbini,1822963,2922,3
Nepal,Karnali,347313,1510,3
Nepal,Gandaki,671398,1816,3
Pakistan,Azad Jammu and Kashmir,1936196,1703,3
Pakistan,Balochistan,,11664,3
Pakistan,Federal Capital Territory,723255,2632,3
Pakistan,Gilgit-Baltistan,239306,744,3
Pakistan,Khyber Pakhtunkhwa,,17958,3
Pakistan,FATA,,3856,3
Pakistan,Punjab,32408803,17816,3
Pakistan,Sindh,,51392,3
Sri Lanka,Central,1281290,836,3
Sri Lanka,Eastern,,893,3
Sri Lanka,North Central,437067,421,3
Sri Lanka,North Western,,457,3
Sri Lanka,Northern,,1865,3
Sri Lanka,Sabaragamuwa,697478,274,3
Sri Lanka,Western,,3112,3
Sri Lanka,Southern,,650,3
Sri Lanka,Uva,393645,259,3
Maldives,Nilandhe Atholhu Dhekunuburi,14596,5,1
Maldives,Nilandhe Atholhu Uthuruburi,25538,2,1
Maldives,Mulak Atoll,11130,2,1
Maldives,Maalhosmadulu Dhekunuburi,37534,15,1
Maldives,Faadhippolhu,14315,5,1
Maldives,Miladhunmadulu Dhekunuburi,27495,12,1
Maldives,Maalhosmadulu Uthuruburi,154691,8,1
Maldives,Ari Atoll Dhekunuburi,27270,6,1
Maldives,Ari Atoll Uthuruburi,38431,3,1
Maldives,Male Atoll,48565,10,1
Maldives,Male City,128406,226,3
Maldives,Felidhu Atoll,5910,3,1
Maldives,Addu City,23037,12,1
Maldives,Fuvammulah,37903,6,1
Maldives,Haddhunmathi,19936,12,1
Maldives,Kolhumadulu,100050,9,1
Maldives,Thiladhunmathi Dhekunuburi,79732,12,1
Maldives,Thiladhunmathi Uthuruburi,14562,3,1
Maldives,Miladhunmadulu Uthuruburi,66905,3,1
Maldives,Huvadhu Atholhu Uthuruburi,18595,15,1
Maldives,Huvadhu Atholhu Dhekunuburi,36671,17,1
Bhutan,Bumthang,20111,0,1
Bhutan,Chhukha,47134,2,1
Bhutan,Dagana,9586,0,1
Bhutan,Gasa,471,1,1
Bhutan,Haa,7290,0,1
Bhutan,Lhuentse,3487,0,1
Bhutan,Monggar,6192,0,1
Bhutan,Paro,13327,0,1
Bhutan,Pemagatshel,3518,0,1
Bhutan,Punakha,1966,0,1
Bhutan,Samdrup Jongkhar,22096,1,1
Bhutan,Samtse,9820,2,1
Bhutan,Sarpang,28877,0,1
Bhutan,Thimphu,18269,4,1
Bhutan,Trashigang,22734,0,1
Bhutan,Trashiyangtse,1626,0,1
Bhutan,Trongsa,837,0,1
Bhutan,Tsirang,3034,0,1
Bhutan,Wangduephodrang,17879,0,1
Bhutan,Zhemgang,10277,1,1
Afghanistan,Badakhshan,521282,1367,3
Afghanistan,Badghis,308681,1747,3
Afghanistan,Baghlan,487726,2035,3
Afghanistan,Balkh,983040,2580,3
Afghanistan,Bamyan,43061,118,2
Afghanistan,Daykundi,59046,364,3
Afghanistan,Farah,259757,1986,3
Afghanistan,Faryab,,2861,3
Afghanistan,Ghazni,508320,4740,3
Afghanistan,Ghor,197513,888,3
Afghanistan,Helmand,367147,6239,3
Afghanistan,Herat,930271,2567,3
Afghanistan,Jowzjan,194260,1041,3
Afghanistan,Kabul,2921012,3218,3
Afghanistan,Kandahar,572405,4943,3
Afghanistan,Kapisa,331674,1205,3
Afghanistan,Khost,381976,1626,3
Afghanistan,Kunar,460851,1891,3
Afghanistan,Kunduz,,2435,3
Afghanistan,Laghman,444274,1425,3
Afghanistan,Logar,349079,2111,3
Afghanistan,Nangarhar,998636,5435,3
Afghanistan,Nimruz,,695,3
Afghanistan,Nuristan,13882,386,3
Afghanistan,Paktia,555310,2217,3
Afghanistan,Paktika,219016,1419,3
Afghanistan,Panjshir,88852,585,3
Afghanistan,Parwan,445185,947,3
Afghanistan,Samangan,179748,420,3
Afghanistan,Sar-e Pol,303727,627,3
Afghanistan,Takhar,,1598,3
Afghanistan,Urozgan,172422,2163,3
Afghanistan,Wardak,321938,2231,3
Afghanistan,Zabul,122289,2211,3
India,Lakshadweep,18524,12,1
Cambodia,Banteay Meanchey,205800,76,2
Cambodia,Kampong Cham,149233,51,2
Cambodia,Kampong Thom,49606,22,1
Cambodia,Kampot,19350,16,1
Cambodia,Koh Kong,26644,62,2
Cambodia,Oddar Meanchey,259094,50,2
Cambodia,Pailin,39717,15,1
Cambodia,Preah Sihanouk,64734,58,2
Cambodia,Preah Vihear,111639,79,2
Cambodia,Prey Veng,23958,18,1
Cambodia,Pursat,45989,44,1
Cambodia,Ratanak Kiri,40551,23,1
Cambodia,Siemreap,122494,64,2
Cambodia,Stung Treng,1482,13,1
Cambodia,Svay Rieng,59653,53,2
Cambodia,Takeo,85765,29,1
Cambodia,Tboung Khmum,20516,20,1
China,Chongqing,2766560,292,3
China,Hong Kong,4408336,3654,3
China,Macao,130914,29,1
Indonesia,Jakarta,760940,2791,3
Laos,Bokeo,187,2,1
Laos,Bolikhamsai,24077,0,1
Laos,Champasak,50432,4,1
Laos,Luang Prabang,2820,5,1
Laos,Salavan,31728,1,1
Laos,Savannakhet,22025,2,1
Laos,Sekong,7968,2,1
Laos,Vientiane Province,4339,4,1
Laos,Xaisomboun,7250,13,1
Laos,Xiangkhouang,54323,3,1
Malaysia,Federal Territory of Kuala Lumpur,765107,464,3
Malaysia,Federal Territory of Labuan,26067,4,1
Malaysia,Federal Territory of Putrajaya,5190,80,2
Malaysia,Kelantan,,29,1
Malaysia,Penang,639401,97,2
Malaysia,Perlis,136445,5,1
Philippines,National Capital Region,6357745,3677,3
Thailand,Amnat Charoen,12367,6,1
Thailand,Ang Thong,42518,8,1
Thailand,Buri Ram,104755,36,1
Thailand,Chachoengsao,71840,15,1
Thailand,Chai Nat,30677,12,1
Thailand,Chaiyaphum,82824,17,1
Thailand,Chanthaburi,95054,22,1
Thailand,Chiang Rai,259168,115,2
Thailand,Chumphon,65805,21,1
Thailand,Kamphaeng Phet,134231,16,1
Thailand,Kanchanaburi,144476,32,1
Thailand,Krabi,68968,56,2
Thailand,Loei,53083,39,1
Thailand,Lop Buri,84017,15,1
Thailand,Maha Sarakham,37959,20,1
Thailand,Nakhon Nayok,32608,8,1
Thailand,Nakhon Pathom,305398,46,1
Thailand,Nakhon Phanom,54840,20,1
Thailand,Nakhon Si Thammarat,262261,89,2
Thailand,Nan,36758,10,1
Thailand,Nong Bua Lam Phu,7592,8,1
Thailand,Nong Khai,72812,11,1
Thailand,Nonthaburi,985200,127,2
Thailand,Phangnga,60289,21,1
Thailand,Phayao,47997,17,1
Thailand,Phetchabun,100934,28,1
Thailand,Phichit,31406,17,1
Thailand,Phra Nakhon Si Ayutthaya,189227,53,2
Thailand,Phrae,48298,15,1
Thailand,Prachin Buri,131184,30,1
Thailand,Prachuap Khiri Khan,79135,36,1
Thailand,Ranong,89050,8,1
Thailand,Ratchaburi,171507,36,1
Thailand,Rayong,285918,42,1
Thailand,Sa Kaeo,83592,39,1
Thailand,Sakon Nakhon,42425,15,1
Thailand,Samut Prakan,1112603,64,2
Thailand,Samut Sakhon,179533,19,1
Thailand,Samut Songkhram,14744,8,1
Thailand,Saraburi,103369,8,1
Thailand,Satun,81175,32,1
Thailand,Sing Buri,24096,8,1
Thailand,Si Sa Ket,90043,69,2
Thailand,Sukhothai,75592,13,1
Thailand,Suphan Buri,83032,12,1
Thailand,Surin,98111,53,2
Thailand,Trang,111394,47,1
Thailand,Trat,72222,19,1
Thailand,Uttaradit,33478,10,1
Thailand,Yasothon,33715,13,1
Vietnam,An Giang,178006,6,1
Vietnam,Ba Ria-Vung Tau,,10,1
Vietnam,Bac Giang,49483,4,1
Vietnam,Bac Kan,127,1,1
Vietnam,Bac Lieu,130626,4,1
Vietnam,Bac Ninh,100690,2,1
Vietnam,Ben Tre,112295,3,1
Vietnam,Binh Dinh,186851,6,1
Vietnam,Binh Duong,159340,9,1
Vietnam,Binh Phuoc,24685,2,1
Vietnam,Binh Thuan,95204,9,1
Vietnam,Can Tho,269794,2,1
Vietnam,Da Nang,,16,1
Vietnam,Dak Nong,72385,4,1
Vietnam,Dien Bien,103730,10,1
Vietnam,Dong Nai,172379,14,1
Vietnam,Dong Thap,26391,2,1
Vietnam,Gia Lai,51807,3,1
Vietnam,Ha Giang,8591,1,1
Vietnam,Ha Nam,135736,3,1
Vietnam,Ha Tinh,37437,25,1
Vietnam,Hai Duong,186427,9,1
Vietnam,Hau Giang,19541,1,1
Vietnam,Hoa Binh,62275,8,1
Vietnam,Hung Yen,127466,5,1
Vietnam,Khanh Hoa,369647,16,1
Vietnam,Kien Giang,3507,2,1
Vietnam,Kon Tum,35082,1,1
Vietnam,Lam Dong,102570,6,1
Vietnam,Lang Son,101220,2,1
Vietnam,Lao Cai,7653,1,1
Vietnam,Nam Dinh,10435,1,1
Vietnam,Ninh Binh,76159,1,1
Vietnam,Ninh Thuan,27489,3,1
Vietnam,Phu Tho,3356,2,1
Vietnam,Phu Yen,10272,4,1
Vietnam,Quang Binh,40672,11,1
Vietnam,Quang Nam,80677,16,1
Vietnam,Quang Ngai,203791,9,1
Vietnam,Quang Tri,,5,1
Vietnam,Soc Trang,20710,1,1
Vietnam,Thai Nguyen,91325,7,1
Vietnam,Thanh Hoa,130717,23,1
Vietnam,Thua Thien Hue,258380,10,1
Vietnam,Tien Giang,50965,3,1
Vietnam,Tra Vinh,105997,0,1
Vietnam,Tuyen Quang,11624,2,1
Vietnam,Vinh Long,42178,5,1
Vietnam,Vinh Phuc,126824,1,1
Vietnam,Yen Bai,33740,2,1
Thailand,Bueng Kan,6782,7,1
Singapore,Central Singapore,9067,34,1
Brunei,Brunei-Muara,8399,2,1
Brunei,Belait,9567,0,1
Brunei,Tutong,12370,0,1
Brunei,Temburong,1793,0,1
East Timor,Bobonaro,25638,1,1
East Timor,Baucau,37590,1,1
East Timor,Manatuto,15110,0,1
East Timor,Lautem,23894,1,1
East Timor,Ainaro,18775,0,1
East Timor,Manufahi,12684,0,1
East Timor,Ermera,32115,1,1
East Timor,Oecusse,18885,1,1
East Timor,Aileu,14448,0,1
Vietnam,Long An,60316,1,1
Thailand,Uthai Thani,8164,1,1
Andorra,Andorra la Vella,45255,28,1
Andorra,Encamp,14479,0,1
Austria,Burgenland,82726,33,1
Austria,Karnten,45608,83,2
Austria,Niederosterreich,395999,199,2
Austria,Oberosterreich,339124,226,3
Austria,Salzburg,239593,153,2
Austria,Steiermark,344714,173,2
Austria,Tirol,236072,181,2
Austria,Vorarlberg,143872,114,2
Austria,Wien,1277638,962,3
Bailiwick of Guernsey,Guernsey,,13,1
Bailiwick of Jersey,Jersey,43315,16,1
Belgium,Brussels,940816,1556,3
Belgium,Vlaanderen,3090772,1896,3
Belgium,Wallonie,1595700,1140,3
France,Auvergne-Rhone-Alpes,3272500,4727,3
France,Ile-de-France,8442689,3885,3
France,Bourgogne-Franche-Comte,857768,2062,3
France,Bretagne,1342130,4379,3
France,Occitanie,1962542,5401,3
France,Centre-Val de Loire,905292,1450,3
France,Provence-Alpes-Cote d'Azur,2211754,3112,3
France,Pays de la Loire,1230444,2340,3
France,Corse,,1038,3
France,Grand Est,1882468,2338,3
France,Hauts-de-France,2634836,2540,3
France,Normandie,1562805,2768,3
France,Nouvelle-Aquitaine,2132848,5478,3
Germany,Baden-Wurttemberg,3200249,2625,3
Germany,Bayern,4070704,3027,3
Germany,Berlin,840008,2553,3
Germany,Brandenburg,826028,902,3
Germany,Bremen,114863,326,3
Germany,Hamburg,388826,913,3
Germany,Hessen,1729244,1209,3
Germany,Nordrhein-Westfalen,5755726,4121,3
Germany,Mecklenburg-Vorpommern,572474,1661,3
Germany,Niedersachsen,2528285,2232,3
Germany,Rheinland-Pfalz,1085698,818,3
Germany,Saarland,444413,419,3
Germany,Sachsen,1152651,2216,3
Germany,Sachsen-Anhalt,,734,3
Germany,Schleswig-Holstein,897490,888,3
Germany,Thuringen,708197,883,3
Gibraltar,Gibraltar,6925,4,1
Ireland,Mayo,32003,54,2
Ireland,Galway,49560,101,2
Ireland,Roscommon,10829,11,1
Ireland,Leitrim,17511,22,1
Ireland,Sligo,35990,41,1
Ireland,Laois,34780,20,1
Ireland,Wicklow,136996,28,1
Ireland,Westmeath,18593,20,1
Ireland,Carlow,24152,19,1
Ireland,Dublin,595157,666,3
Ireland,Meath,175665,29,1
Ireland,Louth,46338,45,1
Ireland,Longford,12913,18,1
Ireland,Offaly,39916,14,1
Ireland,Wexford,43816,31,1
Ireland,Kildare,89531,31,1
Ireland,Kilkenny,33171,21,1
Ireland,Cork,164715,262,3
Ireland,Clare,17941,41,1
Ireland,Kerry,29189,39,1
Ireland,Tipperary,48010,52,2
Ireland,Waterford City and County,61541,20,1
Ireland,Limerick City and County,21233,75,2
Ireland,Cavan,22921,23,1
Ireland,Donegal,49450,43,1
Ireland,Monaghan,14763,12,1
Isle of Man,Isle of Man,23995,14,1
Italy,Abruzzo,415459,552,3
Italy,Basilicata,254662,364,3
Italy,Calabria,869468,867,3
Italy,Campania,3055689,1809,3
Italy,Emilia-Romagna,,2515,3
Italy,Friuli-Venezia Giulia,560377,668,3
Italy,Lazio,3032230,2380,3
Italy,Liguria,745191,1045,3
Italy,Lombardia,5227351,3680,3
Italy,Marche,871915,734,3
Italy,Molise,105226,212,3
Italy,Piemonte,1549755,1775,3
Italy,Puglia,2559602,1751,3
Italy,Sardegna,,909,3
Italy,Sicilia,,2700,3
Italy,Toscana,1447953,2068,3
Italy,Trentino-Alto Adige,344099,506,3
Italy,Umbria,302331,530,3
Italy,Valle d'Aosta,71092,101,2
Italy,Veneto,2284499,2345,3
Liechtenstein,Vaduz,4508,10,1
Luxembourg,Capellen,6696,3,1
Luxembourg,Echternach,9869,1,1
Luxembourg,Esch-sur-Alzette,59296,25,1
Luxembourg,Grevenmacher,20052,5,1
Luxembourg,Luxembourg,57651,177,2
Luxembourg,Remich,13258,4,1
Malta,Central,94417,48,1
Malta,Gozo,36838,22,1
Malta,Southern,119341,21,1
Malta,South Eastern,98399,256,3
Malta,Northern,117474,42,1
Monaco,Monaco,61151,19,1
Netherlands,Drenthe,154294,106,2
Netherlands,Flevoland,138574,47,1
Netherlands,Friesland,,198,2
Netherlands,Gelderland,895444,588,3
Netherlands,Groningen,186272,289,3
Netherlands,Limburg,487008,198,2
Netherlands,Noord-Brabant,883658,508,3
Netherlands,Noord-Holland,,964,3
Netherlands,Utrecht,681891,445,3
Netherlands,Overijssel,488698,303,3
Netherlands,Zeeland,135855,88,2
Netherlands,Zuid-Holland,1400112,1201,3
Portugal,Aveiro,198925,73,2
Portugal,Azores,20002,37,1
Portugal,Beja,34172,36,1
Portugal,Braga,202813,126,2
Portugal,Braganca,23921,24,1
Portugal,Castelo Branco,73052,46,1
Portugal,Coimbra,53939,169,2
Portugal,Evora,28976,39,1
Portugal,Faro,307461,133,2
Portugal,Guarda,34015,31,1
Portugal,Leiria,132688,62,2
Portugal,Lisboa,1362078,1149,3
Portugal,Madeira,57328,44,1
Portugal,Portalegre,10315,16,1
Portugal,Porto,628907,401,3
Portugal,Santarem,123313,55,2
Portugal,Setubal,479414,117,2
Portugal,Viana do Castelo,58390,41,1
Portugal,Vila Real,26965,41,1
Portugal,Viseu,40415,47,1
San Marino,Borgo Maggiore,21787,34,1
San Marino,Serravalle,4395,1,1
Spain,Andalucia,3442377,3142,3
Spain,Aragon,707334,786,3
Spain,Canarias,,730,3
Spain,Cantabria,216019,430,3
Spain,Castilla y Leon,700041,1659,3
Spain,Castilla-La Mancha,637110,553,3
Spain,Cataluna,4548089,2563,3
Spain,Ceuta,43855,155,2
Spain,Melilla,215928,121,2
Spain,Madrid,3138040,1561,3
Spain,Navarra,324570,379,3
Spain,Valencia,2512225,1534,3
Spain,Extremadura,388520,677,3
Spain,Galicia,1259738,2937,3
Spain,Islas Baleares,434764,823,3
Spain,La Rioja,173992,334,3
Spain,Pais Vasco,1403012,2012,3
Spain,Asturias,388970,913,3
Spain,Murcia,618510,857,3
Switzerland,Basel-Stadt,250293,62,2
Switzerland,Bern,52375,211,3
Switzerland,Fribourg,69526,25,1
Switzerland,Geneve,250075,294,3
Switzerland,Graubunden,17438,20,1
Switzerland,Jura,23530,17,1
Switzerland,Luzern,35805,22,1
Switzerland,Neuchatel,54068,37,1
Switzerland,Schaffhausen,66005,5,1
Switzerland,Schwyz,15394,1,1
Switzerland,Solothurn,7505,4,1
Switzerland,St. Gallen,108507,22,1
Switzerland,Ticino,109095,24,1
Switzerland,Thurgau,46433,4,1
Switzerland,Uri,12883,4,1
Switzerland,Valais,96251,17,1
Switzerland,Vaud,465561,210,3
Switzerland,Zurich,392942,139,2
United Kingdom,England,21310424,6562,3
United Kingdom,Northern Ireland,1014010,814,3
United Kingdom,Scotland,2135843,995,3
United Kingdom,Wales,1327299,512,3
Andorra,Canillo,4379,1,1
Switzerland,Aargau,126770,18,1
Switzerland,Basel-Landschaft,8186,2,1
Switzerland,Appenzell Ausserrhoden,38439,2,1
Switzerland,Zug,69079,2,1
Liechtenstein,Ruggell,7396,2,1
Switzerland,Glarus,3432,1,1
Liechtenstein,Eschen,2010,1,1
Liechtenstein,Mauren,4017,1,1
Liechtenstein,Triesen,1199,1,1
San Marino,Acquaviva,3712,1,1
Andorra,Ordino,14424,1,1
Switzerland,Obwalden,424,1,1
Reunion,Saint-Denis,193604,374,3
Reunion,Saint-Pierre,166232,185,2
Reunion,Saint-Paul,34864,96,2
Mayotte,Bandraboua,50377,23,1
Mayotte,Acoua,4531,8,1
Mayotte,Bandrele,33200,16,1
Mayotte,Boueni,,7,1
Mayotte,Mamoudzou,140513,230,3
Mayotte,Chiconi,6166,8,1
Mayotte,Chirongui,17795,19,1
Mayotte,Tsingoni,23833,23,1
Mayotte,Dembeni,21611,25,1
Mayotte,Dzaoudzi,24363,7,1
Mayotte,Mtsamboro,24588,5,1
Mayotte,Ouangani,26321,12,1
Mayotte,Koungou,87852,43,1
Mayotte,Kani Keli,18235,4,1
Mayotte,Mtsangamouji,18189,4,1
Mayotte,Pamandzi,25111,17,1
Mayotte,Sada,65567,9,1
Reunion,Saint-Benoit,72636,68,2
"Saint Helena, Ascension and Tristan da Cunha",Ascension,5463,0,1
"Saint Helena, Ascension and Tristan da Cunha",Saint Helena,,2,1
"Saint Helena, Ascension and Tristan da Cunha",Tristan da Cunha,1103,0,1
Anguilla,Anguilla,4306,6,1
Aruba,Aruba,75674,50,2
British Virgin Islands,British Virgin Islands,7195,11,1
Caribbean Netherlands,Bonaire,21120,23,1
Caribbean Netherlands,Saba,975,3,1
Caribbean Netherlands,Sint Eustatius,5974,8,1
Cayman Islands,George Town,3566,30,1
Curacao,Curacao,58475,58,2
Falkland Islands,Falkland Islands,3246,3,1
French Guiana,Cayenne,,202,3
French Guiana,Saint-Laurent-du-Maroni,221027,81,2
Guadeloupe,Bas-Terre,127076,270,3
Guadeloupe,Pointe-a-Pitre,105408,305,3
Martinique,Fort-de-France,82319,345,3
Martinique,La Trinite,50240,54,2
Martinique,Le Marin,65563,80,2
Martinique,Saint-Pierre,30072,21,1
Montserrat,Saint Peter,2568,2,1
Saint-Martin,Saint-Martin,34857,59,2
Sint Maarten,Sint Maarten,43228,31,1
Turks and Caicos Islands,Grand Turk,,5,1
Turks and Caicos Islands,Providenciales and West Caicos,,38,1
Saint-Barthelemy,Saint-Barthelemy,695,6,1
Cayman Islands,North Side,3283,1,1
New Caledonia,North,92326,66,2
French Polynesia,Leeward Islands,84253,14,1
French Polynesia,Tuamotu-Gambier,18193,6,1
New Caledonia,South,,255,3
French Polynesia,Windward Islands,,125,2
New Caledonia,Layalty Islands,3840,15,1
Wallis and Futuna,Wallis Islands,42988,24,1
Bermuda,Devonshire,2287,1,1
Bermuda,Saint George,3370,2,1
Bermuda,Warwick,3165,2,1
French Polynesia,Marquesas Islands,6436,9,1
French Polynesia,Austral Islands,2061,2,1
Bermuda,Pembroke,8114,22,1
Wallis and Futuna,Hoorn Islands,26796,3,1
Bermuda,Sandys,4362,1,1
Saint Pierre and Miquelon,Saint-Pierre,4196,15,1
Saint Pierre and Miquelon,Miquelon-Langlade,313,1,1
Pitcairn,Pitcairn Island,,0,1
